ds,yhat,yhat_lower,yhat_upper
2008-04-09,7.149443749005709,6.49620787541244,7.768530660405134
2008-04-10,7.159286458369669,6.508860446946426,7.819763998902834
2008-04-11,7.18124243338783,6.541236222834975,7.81411446443856
2008-04-12,6.9616485098637035,6.344923965539518,7.580033647461848
2008-04-13,7.34679101183777,6.713086965918835,7.966775666334594
2008-04-14,7.677846472619901,7.087294243631835,8.256130174335372
2008-04-15,7.473365085402891,6.785632503543835,8.115377645581715
2008-04-16,7.315602124468963,6.680791708351838,7.93202339924297
2008-04-17,7.338162822907192,6.74880555251507,7.941050095192241
2008-04-18,7.367835522013761,6.760315455259604,7.987435879084156
2008-04-19,7.1508510082477175,6.543540600538019,7.748137190194509
2008-04-20,7.533518609769121,6.9253171458970755,8.141033454689873
2008-04-21,7.85716397653507,7.229890759957797,8.448459385120605
2008-04-22,7.6406062935174806,7.021467034423802,8.307260086494457
2008-04-23,7.466480385642017,6.853441802204825,8.070968989311101
2008-04-24,7.468869499669615,6.850321561607255,8.059888333870921
2008-04-25,7.47512394993306,6.851416492973415,8.091670908488632
2008-04-26,7.232103976924627,6.605396336899278,7.8799522101465245
2008-04-27,7.5867978724211635,6.987449668264859,8.216539383299079
2008-04-28,7.8812408113709695,7.27218184851288,8.485393190439153
2008-04-29,7.634972676008334,7.030874867919095,8.24154655417486
2008-04-30,7.431340871248018,6.82296993182279,8.002907866110695
2008-05-01,7.405114446133218,6.774825008423182,7.977464539498015
2008-05-02,7.384285212375834,6.773171313048105,8.041541487560783
2008-05-03,7.116294673620812,6.484380746173723,7.710098107117227
2008-05-04,7.448638231745333,6.781605587127841,8.05846284838858
2008-05-05,7.7237724600138735,7.055185150910833,8.357860302326523
2008-05-06,7.46156400603831,6.847578250650147,8.103836698627397
2008-05-07,7.245586322057971,6.6110894914463305,7.872113299757588
2008-05-08,7.210730652184007,6.615539486719658,7.8395738524500285
2008-05-09,7.185006996811671,6.5792034146172265,7.870848895664799
2008-05-10,6.915773811613124,6.312993272643821,7.5190603995447205
2008-05-11,7.250347768703157,6.5836176378200095,7.814720271112988
2008-05-12,7.530919153664686,6.931024714991235,8.163856074943034
2008-05-13,7.277011175250564,6.66888837679076,7.895117331755284
2008-05-14,7.071789038345198,6.493593403998039,7.689797515140253
2008-05-15,7.049684813102301,6.460190657232306,7.641646917344252
2008-05-16,7.038213386118546,6.425425099996889,7.675268726382077
2008-05-17,6.7842177923265705,6.1952871725951475,7.403820494416192
2008-05-18,7.134494785803737,6.5074297649586335,7.72152818756837
2008-05-19,7.430725757016554,6.849354042585775,8.076836784427353
2008-05-20,7.191950823987237,6.5516701609632735,7.828247779113124
2008-05-21,7.000891528410877,6.377496033551505,7.664205334883897
2008-05-22,6.9915877918332585,6.409570541572183,7.603114059702734
2008-05-23,6.991224092139496,6.402554855225617,7.597731613689156
2008-05-24,6.746382894583456,6.165256765531265,7.378305853578901
2008-05-25,7.103675999125218,6.535488120676455,7.761607460311626
2008-05-26,7.40467878808298,6.768792425162857,8.053513127115252
2008-05-27,7.16840515355087,6.535143651642745,7.787271710513427
2008-05-28,6.977628563450912,6.374589311858437,7.593576547134585
2008-05-29,6.966515022998796,6.33425007672367,7.582016435396648
2008-05-30,6.962443063318831,6.352419295717551,7.594944091437042
2008-05-31,6.712249026466912,6.077351326032707,7.294226164384321
2008-06-03,7.111566384209589,6.531388322087002,7.74237859166713
2008-06-04,6.912225078790305,6.290186415564573,7.544253631407522
2008-06-05,6.892686880896774,6.1902353188856,7.523455727464994
2008-06-06,6.8807038841101935,6.297438696688198,7.470439576382765
2008-06-07,6.623462735257842,5.983903667415272,7.244049904217073
2008-06-08,6.968195223940817,6.3713928294781335,7.613063718818671
2008-06-09,7.25709176923611,6.601327520185167,7.886148610306762
2008-06-10,7.009756235788805,6.371482457456276,7.634390410461999
2008-06-11,6.8095081595778195,6.197869386489031,7.411030367176396
2008-06-12,6.790998711568069,6.181074318911691,7.367683153045328
2008-06-13,6.782016035242734,6.21055152768318,7.453141733384483
2008-06-14,6.529718649765839,5.943324944614809,7.181443892501905
2008-06-15,6.8812481996614805,6.239042938808906,7.504793565505425
2008-06-16,7.178647097140223,6.578175197803579,7.786708397124753
2008-06-17,6.941319324968621,6.338225077330838,7.598027754557479
2008-06-18,6.752340259359604,6.118199140320982,7.373206289920843
2008-06-19,6.746081571209943,6.116115325353702,7.369098785434113
2008-06-20,6.750026531803886,6.129492761975851,7.376489730224269
2008-06-21,6.511014073287342,5.883450529638618,7.141311222678473
2008-06-22,6.875862534371597,6.261160891892496,7.538061602742087
2008-06-23,7.186298255024216,6.58801837955258,7.814013834587403
2008-06-24,6.961426942892081,6.3001018706989305,7.581851427857018
2008-06-25,6.784053317030176,6.175577785894052,7.394911602433685
2008-06-26,6.788314770036518,6.140175302708656,7.4216119813831085
2008-06-27,6.801504092678312,6.1739050812660565,7.4164427912505495
2008-06-28,6.570319376594027,5.944781408996236,7.192105206374482
2008-06-29,6.941491833979869,6.371276564208389,7.5429515459829
2008-06-30,7.2567165897194466,6.634887856076696,7.894383661979031
2008-07-02,6.859599043409239,6.275082124466267,7.484802797810629
2008-07-03,6.864408499008842,6.206106379750826,7.507374493375047
2008-07-04,6.877021234504596,6.282925007308784,7.516626962179357
2008-07-05,6.644349753680274,5.995492082065498,7.21777503221978
2008-07-06,7.013370069340483,6.371730426524607,7.62079198508233
2008-07-07,7.326043207144575,6.722323400686504,7.958121102706216
2008-07-08,7.10177678939581,6.489344355830147,7.743617237117555
2008-07-09,6.923732553962445,6.301812351830176,7.542210349435423
2008-07-10,6.926445966850308,6.3379334987014575,7.541710906921225
2008-07-11,6.937633455471962,6.28772380695605,7.568369255522696
2008-07-12,6.704425909455532,6.084403115313716,7.301337912580498
2008-08-01,7.334860561980841,6.7406179258426615,7.925015496319442
2008-08-02,7.112632587332641,6.517897772650185,7.773092785042871
2008-08-03,7.490634665183343,6.84541569205983,8.113214318175299
2008-08-04,7.810565323753471,7.234890793671124,8.419513660071933
2008-08-05,7.591588250221384,6.930094008067085,8.203546092054887
2008-08-06,7.41665098953797,6.815783931444718,8.060578893155
2008-08-07,7.4201153221423946,6.8072364113836406,8.029286705276336
2008-08-08,7.429574454690015,6.785674349979392,8.053776844959959
2008-08-09,7.1920952931772035,6.532982877788057,7.775804450895818
2008-08-10,7.554836750449346,6.924921808031182,8.184693794943845
2008-08-11,7.859969409611438,7.236814140700121,8.441242136386636
2008-08-12,7.627134698681622,7.035707725977151,8.20477893119003
2008-08-13,7.439749439650643,6.847105927329162,8.044283474650245
2008-08-14,7.4326219507814715,6.871084849784953,8.069248296005162
2008-08-15,7.433755262631976,6.807021579201123,8.064082463572545
2008-08-16,7.190576141293198,6.550178584846336,7.827607523969216
2008-08-17,7.550541279908349,6.948963009481344,8.166732056822486
2008-08-18,7.856046361640909,7.260097066951697,8.455828012308306
2008-08-19,7.6268764919233,7.023156996238576,8.2658493738177
2008-08-20,7.446504155789493,6.845262011763157,8.059864454055976
2008-08-21,7.4497011127151875,6.81180784209331,8.052037920980462
2008-08-22,7.464339956264137,6.8705243710584005,8.084409164237695
2008-08-23,7.237624126464822,6.614787675947372,7.841392757995824
2008-08-24,7.616697754368971,7.008229820641053,8.222150788427872
2008-08-25,7.943560982920081,7.3027544688574615,8.525564951022206
2008-08-26,7.7375291263423165,7.13702578908127,8.383933654116774
2008-08-27,7.581541614850119,6.950206309609425,8.182192209563302
2008-08-28,7.609786859933745,7.0014230205984225,8.206282862495971
2008-08-29,7.649518429664266,7.033917799991376,8.297665764342632
2008-08-30,7.447300932512055,6.8514177480171385,8.102952360606835
2008-08-31,7.849636558962418,7.230097450532539,8.429012725582359
2008-09-01,8.197897466207932,7.548489088368309,8.820432280730364
2008-09-02,8.010801893584036,7.371850227241529,8.625233563793659
2008-09-03,7.870739478869202,7.2739069474994205,8.489983691878802
2008-09-04,7.91141144560903,7.2700884686464935,8.51633408975425
2008-09-05,7.959660610884314,7.317357994072637,8.542841062013268
2008-09-06,7.761729209892284,7.120622576868591,8.34743011168987
2008-09-07,8.163895134277894,7.596924365248337,8.787255310206985
2008-09-08,8.507411477364746,7.898359231699081,9.152521159702292
2008-09-09,8.310987050902906,7.698467851864738,8.923643676618507
2008-09-10,8.157113196295889,7.512202796182315,8.770677789003328
2008-09-11,8.179702493993565,7.5300858374482535,8.733443223506024
2008-09-12,8.205914337055537,7.59629063216441,8.812700392804464
2008-09-13,7.982405464990449,7.398928845087828,8.60905934483769
2008-09-14,8.355956235345223,7.7335975952065965,9.038709102283406
2008-09-15,8.668397782871645,8.029478413500417,9.30322754080467
2008-09-16,8.439078056837152,7.8285489822834045,9.066998551760062
2008-09-17,8.251172445730852,7.596519754987022,8.862038591989183
2008-09-18,8.239305029110524,7.628195656609994,8.85872306681083
2008-09-19,8.231355896153616,7.630484748518909,8.82800782871391
2008-09-20,7.974693124970867,7.347895536377488,8.580715102642941
2008-09-21,8.316780708376285,7.722836952367706,8.941807359870207
2008-09-22,8.60008808017148,7.975463568818814,9.220627379016046
2008-09-23,8.344539718395886,7.739081225072432,8.919913300461522
2008-09-24,8.13381098862756,7.458974334279951,8.709672174094518
2008-09-25,8.102936675814824,7.464123010404964,8.715474761410924
2008-09-26,8.080107996291225,7.402028451865365,8.712647873988526
2008-09-27,7.8128969693002635,7.183314146374739,8.371463820172089
2008-09-28,8.1488596440149,7.506564412685658,8.757602299543699
2008-09-29,8.430443965330417,7.802478045256111,9.024141593740428
2008-09-30,8.177440799276383,7.578419006702278,8.828207247787761
2008-10-01,7.9732842393020755,7.352852170365716,8.61921229431117
2008-10-02,7.952667514996743,7.28831839789552,8.566896880187084
2008-10-03,7.943350086387559,7.283186546879126,8.566527718637705
2008-10-04,7.692394518892877,7.058641272066261,8.343576093347284
2008-10-05,8.046784282977697,7.47465025844268,8.665101732457154
2008-10-06,8.348347852063945,7.722957659517586,8.973642279041098
2008-10-07,8.11622716370561,7.5126715625480145,8.722272306502276
2008-10-08,7.933196076171506,7.346705568950552,8.555674700301095
2008-10-09,7.9332946336013705,7.3073269825140414,8.587963935118335
2008-10-10,7.943654209492205,7.318476414817114,8.547262050344663
2008-10-11,7.710751619898704,7.08785450323837,8.315861574474555
2008-10-12,8.08257296596001,7.462752690905227,8.719478232411939
2008-10-13,8.398961660131922,7.729499874826593,9.039707065119647
2008-10-14,8.178689262607266,7.55609755408467,8.82007360645491
2008-10-15,8.004253475098672,7.356375705745126,8.57475081478707
2008-10-16,8.009519321165623,7.441868894961316,8.619019477157869
2008-10-17,8.021548304303963,7.398763682054846,8.65436410320225
2008-10-18,7.786853534677546,7.185623485613956,8.375942752193048
2008-10-19,8.152031473630318,7.533585089185854,8.713223240708436
2008-10-20,8.45869529772344,7.80724422817652,9.05389631182157
2008-10-23,8.02529430224193,7.45067965803863,8.655600723229737
2008-10-24,8.019331059969232,7.4130557300460005,8.658318485387744
2008-10-25,7.76589549090348,7.113232009169401,8.382633605163818
2008-10-26,8.112178793744272,7.4540295162977195,8.697138467689376
2008-10-27,8.400392799911746,7.791225244735677,8.971245741390367
2008-10-28,8.150225326273347,7.565232750919441,8.803579163938105
2008-10-29,7.945140984735506,7.3192317444539,8.553733398275703
2008-10-30,7.919993787897465,7.339284903541195,8.568400676630597
2008-10-31,7.902827257687348,7.275924661379219,8.521063486973315
2008-11-01,7.6411008581254745,7.083144784457508,8.320403852142194
2008-11-02,7.9822942177349905,7.380149294812487,8.579969376350174
2008-11-03,8.268814922589602,7.6762559376705735,8.903462470014512
2008-11-04,8.02044842654793,7.381527979848865,8.679402150026112
2008-11-05,7.820656252518184,7.194298635869691,8.44703321611225
2008-11-06,7.80418888427673,7.186967784169467,8.401914535323138
2008-11-07,7.798889032851558,7.186138060588002,8.424143992199781
2008-11-08,7.5519239935380735,6.9487102542418855,8.143952051478124
2008-11-09,7.910398375258516,7.327719756854596,8.52044114368927
2008-11-10,8.216272726406157,7.6252142939168275,8.81006448034767
2008-11-11,7.988826281573757,7.3928609625577675,8.625990224217798
2008-11-12,7.810969625270767,7.203515793905824,8.465098879252801
2008-11-13,7.8168732499097775,7.209210414189234,8.429226193033763
2008-11-14,7.833787237881561,7.23263949432385,8.44008352195983
2008-11-15,7.60829031084294,7.006819671916723,8.228173345190859
2008-11-16,7.9869190500815535,7.343750652866415,8.586916304499985
2008-11-17,8.311102343150713,7.660839728505495,8.936225790317108
2008-11-18,8.099638834646012,7.447638069000555,8.698897737012292
2008-11-19,7.935022765957586,7.270678358689884,8.553983706469563
2008-11-20,7.9510838168536,7.3659665206169285,8.610997284692912
2008-11-21,7.974815871498348,7.354061210389963,8.603214413486763
2008-11-22,7.752632710477335,7.166147353417675,8.319829005571346
2008-11-23,8.131001263390681,7.532385399930924,8.78656930673332
2008-11-24,8.451377384559265,7.820901607213955,9.055132213242459
2008-11-25,8.232681915849406,7.59848114428505,8.833435139060448
2008-11-26,8.05762248615496,7.4712316023927965,8.663393980347218
2008-11-27,8.060326801239526,7.426437850117304,8.691464825016356
2008-11-28,8.068162558717246,7.424804854205843,8.670894301482996
2008-11-29,7.827982266565339,7.1667974296693355,8.438119848159783
2008-11-30,8.186743932473828,7.5302252322090055,8.806638485142802
2008-12-01,8.486432965066408,7.893805018850964,9.051543384392494
2008-12-02,8.246523463670266,7.603375995573133,8.867597571638758
2008-12-03,8.050284780648164,7.407219033138506,8.699926949657703
2008-12-04,8.032399553166828,7.435454145115625,8.668728736088516
2008-12-05,8.020768778000596,7.412883498315527,8.704825149180268
2008-12-06,7.762742629167798,7.175543673180246,8.398844925255204
2008-12-07,8.105728377444468,7.491532341978611,8.714999778059049
2008-12-08,8.392101103442183,7.777834349788248,9.03797905800256
2008-12-09,8.141655680489832,7.518492080217507,8.734382080632848
2008-12-10,7.937906151305092,7.369286275228798,8.60708587891894
2008-12-11,7.915698869158639,7.303568997119162,8.528244253314849
2008-12-12,7.903015080225026,7.296184525267631,8.485889497096322
2008-12-13,7.6472016768782165,7.037725365968654,8.216597772756225
2008-12-14,7.99558143764879,7.3783926081197855,8.607781449769252
2008-12-15,8.290368330936355,7.679475953919521,8.93402304417541
2008-12-16,8.051126177066477,7.435008335370325,8.629867257867264
2008-12-17,7.86107655013885,7.254432207811349,8.48725326947595
2008-12-18,7.854721995026909,7.231681513264538,8.471339155678082
2008-12-19,7.859659897537879,7.253203909048677,8.49655285709489
2008-12-20,7.622825366418013,7.008947920475348,8.2319549361844
2008-12-21,7.991114051125778,7.384859432881175,8.59679992162525
2008-12-22,8.306310072345187,7.607025150343247,8.873215874158708
2008-12-23,8.087556963834908,7.504068131951306,8.735249721814172
2008-12-24,7.917677127580457,7.27728116950454,8.542334233287308
2008-12-25,7.930805526287697,7.332501311619651,8.541063605843531
2008-12-26,7.954212638973855,7.29071280777838,8.57932396626819
2008-12-27,7.734554774611282,7.118524644693804,8.374029925930612
2008-12-28,8.118502460579924,7.502395423931363,8.725435063015606
2008-12-29,8.447671938475144,7.84662215174373,9.037171830950859
2008-12-30,8.2410975883861,7.6094206947178336,8.851375395828649
2008-12-31,8.081550775168038,7.4505749979672045,8.697411311487912
2009-01-01,8.103170901287829,7.511489288933364,8.656173468404559
2009-01-02,8.133283819231371,7.470759834858159,8.76200795925223
2009-01-03,7.918645888061737,7.286615710715091,8.548028894180703
2009-01-04,8.306064636564209,7.706413854231202,8.941559237745537
2009-01-05,8.637321359184892,7.987800462972259,9.309030802315112
2009-01-06,8.43163379794984,7.841223801363788,9.063227265798707
2009-01-07,8.271964763492111,7.613265367418762,8.91462451655273
2009-01-08,8.292642855279908,7.705834578890492,8.937871894908952
2009-01-09,8.321170813126013,7.78788375067205,8.934816591479388
2009-01-10,8.104460154960268,7.4783852466276235,8.690412734949772
2009-01-11,8.48944341277831,7.925197943862595,9.109421285189141
2009-01-12,8.817989610060852,8.21429616691331,9.459744609248402
2009-01-13,8.60936140799763,8.054220498793917,9.229340630648142
2009-01-14,8.44651999558618,7.798200502235911,9.083389192366417
2009-01-15,8.465744052092722,7.823769941315764,9.06635622166849
2009-01-16,8.492438379391922,7.909228437852592,9.160025238250489
2009-01-17,8.273370948653906,7.659630508527226,8.886781183426857
2009-01-18,8.655289567370065,8.009218296894236,9.258659415875169
2009-01-19,8.979843727206834,8.370584599300917,9.617510788664529
2009-01-20,8.76604987247006,8.154092304783095,9.418930704296889
2009-01-21,8.596605920589907,7.950453062877278,9.174291609831913
2009-01-22,8.605521057834745,7.946966310232269,9.2266018534077
2009-01-23,8.619936093405041,8.033377754518908,9.228858154996969
2009-01-24,8.38637267247106,7.77543772719756,8.99947560356817
2009-01-25,8.751362210294733,8.174015942258702,9.385491658521167
2009-01-26,9.056379658721337,8.450290021979669,9.71111020214738
2009-01-27,8.820319934086625,8.19318249601966,9.483431207910744
2009-01-28,8.625822435236541,8.043167735773268,9.252621199491747
2009-01-29,8.606909299349049,7.991662356602016,9.266013439559567
2009-01-30,8.59081234258563,7.951065353259905,9.253474000919015
2009-01-31,8.32422670060284,7.728265907919433,9.000773599361725
2009-02-01,8.653941805913725,8.047639803401996,9.230749089941208
2009-02-02,8.921774656684956,8.371464799907145,9.50323864035986
2009-02-03,8.647043123885432,8.024743470009811,9.299141734199539
2009-02-04,8.412884721829432,7.790193845212701,9.006448927625648
2009-02-05,8.353886566303636,7.742988085681913,8.979885330456577
2009-02-06,8.297901623099438,7.681302093535729,8.931594229708898
2009-02-07,7.99228949399396,7.377623790811963,8.636513055886342
2009-02-08,8.284532679848361,7.6733981923880545,8.934474205683259
2009-02-09,8.517153641119274,7.854870569873683,9.093884713040769
2009-02-10,8.210170821753657,7.561488451213355,8.783273116402796
2009-02-11,7.9473995225951,7.313712655106679,8.58483958931982
2009-02-12,7.864063838733388,7.248011485985694,8.525633840098811
2009-02-13,7.78859526933699,7.153331889370939,8.39490695397201
2009-02-14,7.468856753630778,6.851358957640574,8.106093098657484
2009-02-15,7.752743565613511,7.142094626857359,8.385957572396993
2009-02-16,7.983086852503646,7.3196250336737965,8.60699347945153
2009-02-17,7.68009840553574,7.008979903205149,8.303420243643439
2009-02-18,7.427662916976277,6.8188142618860015,8.053255405494275
2009-02-19,7.360944239260979,6.81447932349295,7.99301669123006
2009-02-20,7.308181480318319,6.68661525687122,7.915370005827816
2009-02-21,7.016913830762147,6.378603289590502,7.62874034634791
2009-02-22,7.334585608761113,6.751419258082791,7.971525650680552
2009-02-23,7.60345726918133,6.994568077373035,8.227290727805434
2009-02-24,7.343060835382353,6.764697077670867,7.980516035947478
2009-02-25,7.136505787793405,6.523629615250887,7.754453749983004
2009-02-26,7.118101620914566,6.467344424242988,7.717011546065619
2009-02-27,7.115172521317761,6.4847542052244584,7.766709309392002
2009-02-28,6.874302613322624,6.295314760360748,7.493431308617838
2009-03-01,7.241962753179122,6.610245228983777,7.808018764765468
2009-03-02,7.55944407076713,6.9208587356165765,8.191716147381886
2009-03-03,7.34533614153613,6.752040779088831,8.003224168334006
2009-03-04,7.18185523476483,6.571979579872547,7.842747911369215
2009-03-05,7.202488265149695,6.58267401054947,7.855061553762984
2009-03-06,7.233827335340251,6.69274531286997,7.888917092365239
2009-03-07,7.021832786274604,6.403240141725037,7.639588405474591
2009-03-08,7.412475256311228,6.817710642400313,8.088676936931222
2009-03-09,7.7466815317662485,7.102822826335714,8.3199873587616
2009-03-10,7.542821730421326,6.946164029465428,8.182203056242708
2009-03-11,7.383043007966715,6.817346567981571,8.006177025832427
2009-03-12,7.4009152508173415,6.758884289552508,8.02984284101039
2009-03-13,7.423263576901922,6.799997703724508,8.055620204220926
2009-03-14,7.196425595084928,6.539492807196769,7.830475943917642
2009-03-15,7.566884057501488,6.944945713996713,8.167399170945403
2009-03-16,7.876199916940468,7.285573899347376,8.489832973801299
2009-03-17,7.6434836508599275,7.068903987498338,8.282820986932009
2009-03-18,7.451710444113567,6.827703915166599,8.062625507938463
2009-03-19,7.435345167493503,6.786860182594801,8.004674019176894
2009-03-20,7.422152506247287,6.771930493139393,8.0240422912148
2009-03-21,7.159430766465762,6.5239738963415155,7.7786170999717745
2009-03-22,7.494620600019311,6.9105666001005615,8.101234477362436
2009-03-23,7.770214279419124,7.109745220094229,8.381919127228535
2009-03-24,7.506203999576417,6.907060908143559,8.099842355135575
2009-03-25,7.286375393444738,6.7242393109595975,7.911767011675192
2009-03-26,7.245912757098987,6.65904494741081,7.881254668097946
2009-03-27,7.213191845252609,6.5602749254252215,7.847461341127267
2009-03-28,6.935999206816775,6.300123109905273,7.5595742653087425
2009-03-29,7.262129665849623,6.675870585581665,7.901723127257292
